Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1
2686079179	Ga0133561_11935	 transcriptional regulator, GntR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074955	Ga0133563_11296	 transcriptional regulator, GntR family	2684622912	Lactobacillus apis Lb_185	2
2686074704	Ga0133563_1140	 transcriptional regulator, GntR family	2684622912	Lactobacillus apis Lb_185	2
2686074971	Ga0133563_11312	 transcriptional regulator, GntR family	2684622912	Lactobacillus apis Lb_185	2
2686073290	Ga0133564_11550	 transcriptional regulator, GntR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073173	Ga0133564_11430	 transcriptional regulator, GntR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075485	Ga0133563_11833	 transcriptional regulator, GntR family	2684622912	Lactobacillus apis Lb_185	2
2686072804	Ga0133564_1155	 transcriptional regulator, GntR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078688	Ga0133561_11437	 transcriptional regulator, GntR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078767	Ga0133561_11519	 transcriptional regulator, GntR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073965	Ga0133564_111235	 transcriptional regulator, HxlR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079393	Ga0133561_111156	 transcriptional regulator, HxlR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075677	Ga0133563_111031	 transcriptional regulator, HxlR family	2684622912	Lactobacillus apis Lb_185	2
2686077542	Ga0133562_12993	 transcriptional regulator, HxlR family	2684622913	Lactobacillus melliventris Lb_184	2
2686078912	Ga0133561_11665	 transcriptional regulator, IclR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076298	Ga0133562_1156	 transcriptional regulator, LacI family	2684622913	Lactobacillus melliventris Lb_184	2
2686079894	Ga0133561_111661	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074521	Ga0133564_111799	 transcriptional regulator, LacI family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686074691	Ga0133563_1127	 transcriptional regulator, LacI family	2684622912	Lactobacillus apis Lb_185	2
2686073193	Ga0133564_11451	 transcriptional regulator, LacI family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079902	Ga0133561_111669	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073018	Ga0133564_11273	 transcriptional regulator, LacI family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073029	Ga0133564_11284	 transcriptional regulator, LacI family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079920	Ga0133561_111687	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079947	Ga0133561_111715	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076735	Ga0133562_12175	 transcriptional regulator, LacI family	2684622913	Lactobacillus melliventris Lb_184	2
2686075987	Ga0133563_111346	 transcriptional regulator, LacI family	2684622912	Lactobacillus apis Lb_185	2
2686076563	Ga0133562_122	 transcriptional regulator, LacI family	2684622913	Lactobacillus melliventris Lb_184	2
2686074991	Ga0133563_11333	 transcriptional regulator, LacI family	2684622912	Lactobacillus apis Lb_185	2
2686078401	Ga0133561_11145	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078708	Ga0133561_11458	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078328	Ga0133561_1171	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074308	Ga0133564_111585	 transcriptional regulator, LacI family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078129	Ga0133562_1331	 transcriptional regulator, LacI family	2684622913	Lactobacillus melliventris Lb_184	2
2686079909	Ga0133561_111676	 transcriptional regulator, LacI family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077517	Ga0133562_12966	 transcriptional regulator, LuxR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074541	Ga0133564_111820	 transcriptional regulator, LytTR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075945	Ga0133563_111304	 transcriptional regulator, LytTR family	2684622912	Lactobacillus apis Lb_185	2
2686075115	Ga0133563_11459	 transcriptional regulator, LytTR family	2684622912	Lactobacillus apis Lb_185	2
2686074238	Ga0133564_111513	 transcriptional regulator, LytTR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073318	Ga0133564_11578	 transcriptional regulator, LytTR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078986	Ga0133561_11739	 transcriptional regulator, LytTR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079936	Ga0133561_111704	 transcriptional regulator, LytTR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079661	Ga0133561_111428	 transcriptional regulator, LytTR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076148	Ga0133563_111508	 transcriptional regulator, LytTR family	2684622912	Lactobacillus apis Lb_185	2
2686078146	Ga0133562_1349	 transcriptional regulator, LytTR family	2684622913	Lactobacillus melliventris Lb_184	2
2686076912	Ga0133562_12354	 transcriptional regulator, LytTR family	2684622913	Lactobacillus melliventris Lb_184	2
2686078810	Ga0133561_11562	 transcriptional regulator, LytTR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077828	Ga0133562_121284	 transcriptional regulator, LytTR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074288	Ga0133564_111564	 transcriptional regulator, MarR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076333	Ga0133562_1191	 transcriptional regulator, MerR family	2684622913	Lactobacillus melliventris Lb_184	2
2686075862	Ga0133563_111221	 transcriptional regulator, PadR family	2684622912	Lactobacillus apis Lb_185	2
2686072869	Ga0133564_11121	 transcriptional regulator, PadR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686074753	Ga0133563_1190	 transcriptional regulator, PadR family	2684622912	Lactobacillus apis Lb_185	2
2686077741	Ga0133562_121197	 transcriptional regulator, PadR family	2684622913	Lactobacillus melliventris Lb_184	2
2686076381	Ga0133562_11140	 transcriptional regulator, PadR family	2684622913	Lactobacillus melliventris Lb_184	2
2686079579	Ga0133561_111346	 transcriptional regulator, PadR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078388	Ga0133561_11132	 transcriptional regulator, PadR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079140	Ga0133561_11896	 transcriptional regulator, RpiR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074685	Ga0133563_1121	 transcriptional regulator, RpiR family	2684622912	Lactobacillus apis Lb_185	2
2686073159	Ga0133564_11416	 transcriptional regulator, RpiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078508	Ga0133561_11254	 transcriptional regulator, RpiR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078086	Ga0133562_121543	 transcriptional regulator, RpiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074950	Ga0133563_11291	 transcriptional regulator, RpiR family	2684622912	Lactobacillus apis Lb_185	2
2686077626	Ga0133562_121081	 transcriptional regulator, RpiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686077885	Ga0133562_121341	 transcriptional regulator, RpiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686076473	Ga0133562_11234	 transcriptional regulator, RpiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686072777	Ga0133564_1128	 transcriptional regulator, RpiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078584	Ga0133561_11331	 transcriptional regulator, RpiR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079654	Ga0133561_111421	 transcriptional regulator, RpiR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074659	Ga0133564_111939	 transcriptional regulator, RpiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075125	Ga0133563_11469	 transcriptional regulator, RpiR family	2684622912	Lactobacillus apis Lb_185	2
2686073155	Ga0133564_11412	 transcriptional regulator, RpiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076689	Ga0133562_12129	 transcriptional regulator, RpiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686073327	Ga0133564_11587	 transcriptional regulator, RpiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073428	Ga0133564_11689	 transcriptional regulator, RpiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075755	Ga0133563_111113	 transcriptional regulator, RpiR family	2684622912	Lactobacillus apis Lb_185	2
2686078473	Ga0133561_11219	 transcriptional regulator, RpiR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076515	Ga0133562_11276	 transcriptional regulator, RpiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686076081	Ga0133563_111441	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686078619	Ga0133561_11366	 transcriptional regulator, TetR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076531	Ga0133562_11292	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686075951	Ga0133563_111310	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686078446	Ga0133561_11192	 transcriptional regulator, TetR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077996	Ga0133562_121453	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074797	Ga0133563_11136	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686076527	Ga0133562_11288	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686078201	Ga0133562_13105	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074834	Ga0133563_11173	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686076200	Ga0133563_111560	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686076618	Ga0133562_1257	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686073311	Ga0133564_11571	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686072977	Ga0133564_11231	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686072985	Ga0133564_11239	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079791	Ga0133561_111558	 transcriptional regulator, TetR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074603	Ga0133564_111883	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076436	Ga0133562_11197	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686079491	Ga0133561_111258	 transcriptional regulator, TetR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074899	Ga0133563_11238	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686074412	Ga0133564_111690	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073291	Ga0133564_11551	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686072923	Ga0133564_11177	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073087	Ga0133564_11342	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078530	Ga0133561_11276	 transcriptional regulator, TetR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076309	Ga0133562_1167	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686078534	Ga0133561_11280	 transcriptional regulator, TetR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686072989	Ga0133564_11243	 transcriptional regulator, TetR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686074838	Ga0133563_11177	 transcriptional regulator, TetR family	2684622912	Lactobacillus apis Lb_185	2
2686076906	Ga0133562_12348	 transcriptional regulator, TetR family	2684622913	Lactobacillus melliventris Lb_184	2
2686079674	Ga0133561_111441	 transketolase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079978	Ga0133561_111746	 transketolase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079910	Ga0133561_111677	 transketolase subunit A	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079911	Ga0133561_111678	 transketolase subunit B	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079088	Ga0133561_11843	 translation elongation factor 1A (EF-1A/EF-Tu)	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075384	Ga0133563_11731	 translation elongation factor 1A (EF-1A/EF-Tu)	2684622912	Lactobacillus apis Lb_185	2
2686073635	Ga0133564_11898	 translation elongation factor 1A (EF-1A/EF-Tu)	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077234	Ga0133562_12678	 translation elongation factor 1A (EF-1A/EF-Tu)	2684622913	Lactobacillus melliventris Lb_184	2
2686077789	Ga0133562_121245	 translation elongation factor 2 (EF-2/EF-G)	2684622913	Lactobacillus melliventris Lb_184	2
2686075904	Ga0133563_111263	 translation elongation factor 2 (EF-2/EF-G)	2684622912	Lactobacillus apis Lb_185	2
2686074187	Ga0133564_111462	 translation elongation factor 2 (EF-2/EF-G)	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079620	Ga0133561_111387	 translation elongation factor 2 (EF-2/EF-G)	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073930	Ga0133564_111198	 translation elongation factor P (EF-P)	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079360	Ga0133561_111121	 translation elongation factor P (EF-P)	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075640	Ga0133563_11992	 translation elongation factor P (EF-P)	2684622912	Lactobacillus apis Lb_185	2
2686077505	Ga0133562_12954	 translation elongation factor P (EF-P)	2684622913	Lactobacillus melliventris Lb_184	2
2686073550	Ga0133564_11811	 translation factor SUA5	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079005	Ga0133561_11758	 translation factor SUA5	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075305	Ga0133563_11650	 translation factor SUA5	2684622912	Lactobacillus apis Lb_185	2
2686077156	Ga0133562_12598	 translation factor SUA5	2684622913	Lactobacillus melliventris Lb_184	2
2686076087	Ga0133563_111447	 transporter, CPA2 family	2684622912	Lactobacillus apis Lb_185	2
2686074420	Ga0133564_111698	 transporter, CPA2 family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079799	Ga0133561_111566	 transporter, CPA2 family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078011	Ga0133562_121468	 transporter, CPA2 family	2684622913	Lactobacillus melliventris Lb_184	2
2686072890	Ga0133564_11143	 transporter, YbiR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078410	Ga0133561_11155	 transporter, YbiR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076401	Ga0133562_11161	 transporter, YbiR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074771	Ga0133563_11109	 transporter, YbiR family	2684622912	Lactobacillus apis Lb_185	2
2686073326	Ga0133564_11586	 transposase, IS4 family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077013	Ga0133562_12455	 triosephosphate isomerase	2684622913	Lactobacillus melliventris Lb_184	2
2686075216	Ga0133563_11561	 triosephosphate isomerase	2684622912	Lactobacillus apis Lb_185	2
2686073434	Ga0133564_11695	 triosephosphate isomerase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079825	Ga0133561_111592	 triosephosphate isomerase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078919	Ga0133561_11672	 triosephosphate isomerase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079065	Ga0133561_11820	 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075359	Ga0133563_11706	 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686077209	Ga0133562_12653	 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686073608	Ga0133564_11871	 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075710	Ga0133563_111065	 tRNA (guanine-N(7)-)-methyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686077573	Ga0133562_121025	 tRNA (guanine-N(7)-)-methyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686079424	Ga0133561_111188	 tRNA (guanine-N(7)-)-methyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073999	Ga0133564_111270	 tRNA (guanine-N(7)-)-methyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075596	Ga0133563_11948	 tRNA (Guanine37-N(1)-) methyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686077463	Ga0133562_12912	 tRNA (Guanine37-N(1)-) methyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686073887	Ga0133564_111155	 tRNA (Guanine37-N(1)-) methyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079314	Ga0133561_111075	 tRNA (Guanine37-N(1)-) methyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686080024	Ga0133561_111792	 tRNA modification GTPase trmE	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076238	Ga0133563_111598	 tRNA modification GTPase trmE	2684622912	Lactobacillus apis Lb_185	2
2686078249	Ga0133562_13153	 tRNA modification GTPase trmE	2684622913	Lactobacillus melliventris Lb_184	2
2686074650	Ga0133564_111930	 tRNA modification GTPase trmE	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075565	Ga0133563_11917	 tRNA pseudouridine synthase B	2684622912	Lactobacillus apis Lb_185	2
2686073853	Ga0133564_111121	 tRNA pseudouridine synthase B	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077423	Ga0133562_12872	 tRNA pseudouridine synthase B	2684622913	Lactobacillus melliventris Lb_184	2
2686077683	Ga0133562_121139	 tRNA-adenosine deaminase	2684622913	Lactobacillus melliventris Lb_184	2
2686079534	Ga0133561_111301	 tRNA-adenosine deaminase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074088	Ga0133564_111363	 tRNA-adenosine deaminase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075799	Ga0133563_111158	 tRNA-adenosine deaminase	2684622912	Lactobacillus apis Lb_185	2
2686076002	Ga0133563_111361	 tryptophanyl-tRNA synthetase	2684622912	Lactobacillus apis Lb_185	2
2686074324	Ga0133564_111601	 tryptophanyl-tRNA synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079714	Ga0133561_111481	 tryptophanyl-tRNA synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077911	Ga0133562_121367	 tryptophanyl-tRNA synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686078519	Ga0133561_11265	 two component transcriptional regulator, LuxR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079774	Ga0133561_111541	 two component transcriptional regulator, LytTR family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074387	Ga0133564_111665	 two component transcriptional regulator, LytTR family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076264	Ga0133562_1122	 two component transcriptional regulator, LytTR family	2684622913	Lactobacillus melliventris Lb_184	2
2686074347	Ga0133564_111624	 tyrosyl-tRNA synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076021	Ga0133563_111380	 tyrosyl-tRNA synthetase	2684622912	Lactobacillus apis Lb_185	2
2686077940	Ga0133562_121396	 tyrosyl-tRNA synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686079737	Ga0133561_111504	 tyrosyl-tRNA synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076269	Ga0133562_1127	 UDP-galactopyranose mutase	2684622913	Lactobacillus melliventris Lb_184	2
2686074922	Ga0133563_11263	 UDP-galactose 4-epimerase	2684622912	Lactobacillus apis Lb_185	2
2686076639	Ga0133562_1279	 UDP-galactose 4-epimerase	2684622913	Lactobacillus melliventris Lb_184	2
2686073108	Ga0133564_11365	 UDP-galactose 4-epimerase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078640	Ga0133561_11389	 UDP-galactose 4-epimerase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076939	Ga0133562_12381	 UDP-glucose pyrophosphorylase	2684622913	Lactobacillus melliventris Lb_184	2
2686075141	Ga0133563_11486	 UDP-glucose pyrophosphorylase	2684622912	Lactobacillus apis Lb_185	2
2686073344	Ga0133564_11605	 UDP-glucose pyrophosphorylase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078841	Ga0133561_11594	 UDP-glucose pyrophosphorylase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079681	Ga0133561_111448	 UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077855	Ga0133562_121311	 UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686074272	Ga0133564_111548	 UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075969	Ga0133563_111328	 UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686073339	Ga0133564_11600	 UDP-N-Acetylglucosamine 2-epimerase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076934	Ga0133562_12376	 UDP-N-Acetylglucosamine 2-epimerase	2684622913	Lactobacillus melliventris Lb_184	2
2686078836	Ga0133561_11589	 UDP-N-Acetylglucosamine 2-epimerase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075136	Ga0133563_11481	 UDP-N-Acetylglucosamine 2-epimerase	2684622912	Lactobacillus apis Lb_185	2
2686075991	Ga0133563_111350	 UDP-N-acetylglucosamine pyrophosphorylase /glucosamine-1-phosphate N-acetyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686079703	Ga0133561_111470	 UDP-N-acetylglucosamine pyrophosphorylase /glucosamine-1-phosphate N-acetyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074313	Ga0133564_111590	 UDP-N-acetylglucosamine pyrophosphorylase /glucosamine-1-phosphate N-acetyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077900	Ga0133562_121356	 UDP-N-acetylglucosamine pyrophosphorylase /glucosamine-1-phosphate N-acetyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686075344	Ga0133563_11690	 UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase	2684622912	Lactobacillus apis Lb_185	2
2686073593	Ga0133564_11855	 UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079050	Ga0133561_11804	 UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077194	Ga0133562_12637	 UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase	2684622913	Lactobacillus melliventris Lb_184	2
2686075231	Ga0133563_11576	 UDP-N-acetylmuramate dehydrogenase	2684622912	Lactobacillus apis Lb_185	2
2686077027	Ga0133562_12469	 UDP-N-acetylmuramate dehydrogenase	2684622913	Lactobacillus melliventris Lb_184	2
2686073447	Ga0133564_11708	 UDP-N-acetylmuramate dehydrogenase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078931	Ga0133561_11684	 UDP-N-acetylmuramate dehydrogenase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073996	Ga0133564_111267	 UDP-N-acetylmuramate--L-alanine ligase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079421	Ga0133561_111185	 UDP-N-acetylmuramate--L-alanine ligase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075707	Ga0133563_111062	 UDP-N-acetylmuramate--L-alanine ligase	2684622912	Lactobacillus apis Lb_185	2
2686077570	Ga0133562_121022	 UDP-N-acetylmuramate--L-alanine ligase	2684622913	Lactobacillus melliventris Lb_184	2
2686077817	Ga0133562_121273	 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2684622913	Lactobacillus melliventris Lb_184	2
2686075933	Ga0133563_111292	 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2684622912	Lactobacillus apis Lb_185	2
2686079648	Ga0133561_111415	 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074215	Ga0133564_111490	 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075343	Ga0133563_11689	 UDP-N-acetylmuramoylalanine--D-glutamate ligase	2684622912	Lactobacillus apis Lb_185	2
2686079049	Ga0133561_11803	 UDP-N-acetylmuramoylalanine--D-glutamate ligase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073592	Ga0133564_11854	 UDP-N-acetylmuramoylalanine--D-glutamate ligase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077193	Ga0133562_12636	 UDP-N-acetylmuramoylalanine--D-glutamate ligase	2684622913	Lactobacillus melliventris Lb_184	2
2686073008	Ga0133564_11262	 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076551	Ga0133562_11312	 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	2684622913	Lactobacillus melliventris Lb_184	2
2686074858	Ga0133563_11197	 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	2684622912	Lactobacillus apis Lb_185	2
2686078553	Ga0133561_11299	 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077434	Ga0133562_12883	 Undecaprenyl pyrophosphate synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686073864	Ga0133564_111132	 Undecaprenyl pyrophosphate synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079293	Ga0133561_111054	 Undecaprenyl pyrophosphate synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075576	Ga0133563_11928	 Undecaprenyl pyrophosphate synthetase	2684622912	Lactobacillus apis Lb_185	2
2686077157	Ga0133562_12599	 uracil phosphoribosyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686075306	Ga0133563_11651	 uracil phosphoribosyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686079006	Ga0133561_11759	 uracil phosphoribosyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073551	Ga0133564_11812	 uracil phosphoribosyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077023	Ga0133562_12465	 Uracil-DNA glycosylase	2684622913	Lactobacillus melliventris Lb_184	2
2686073443	Ga0133564_11704	 Uracil-DNA glycosylase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075227	Ga0133563_11572	 Uracil-DNA glycosylase	2684622912	Lactobacillus apis Lb_185	2
2686078927	Ga0133561_11680	 Uracil-DNA glycosylase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078759	Ga0133561_11511	 uridine kinase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075044	Ga0133563_11388	 uridine kinase	2684622912	Lactobacillus apis Lb_185	2
